#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome V","NC_001137.3",36535,39537,"-",856648,"CIN8","YEL061C","NP_010853.2",1000,"kinesin motor protein CIN8"
"chromosome V","NC_001137.3",40046,41953,"-",856649,"PRB1","YEL060C","NP_010854.1",635,"proteinase B"
"chromosome V","NC_001137.3",42400,42624,"-",856650,"SOM1","YEL059C-A","NP_058154.3",74,"Som1p"
"chromosome V","NC_001137.3",42652,42960,"+",856651,"HHY1","YEL059W","NP_001381963.1",102,"Hhy1p"
"chromosome V","NC_001137.3",43252,44925,"+",856652,"PCM1","YEL058W","NP_010856.1",557,"phosphoacetylglucosamine mutase PCM1"
"chromosome V","NC_001137.3",45020,45721,"-",856653,"SDD1","YEL057C","NP_010857.1",233,"Sdd1p"
"chromosome V","NC_001137.3",47168,48373,"+",856654,"HAT2","YEL056W","NP_010858.3",401,"Hat2p"
"chromosome V","NC_001137.3",48471,51539,"-",856655,"POL5","YEL055C","NP_010859.1",1022,"DNA-directed DNA polymerase"
"chromosome V","NC_001137.3",52721,53218,"-",856656,"RPL12A","YEL054C","NP_010860.1",165,"ribosomal 60S subunit protein L12A"
"chromosome V","NC_001137.3",53901,56102,"-",856657,"MAK10","YEL053C","NP_010861.3",733,"Mak10p"
"chromosome V","NC_001137.3",56571,58100,"+",856658,"AFG1","YEL052W","NP_010862.1",509,"Afg1p"
"chromosome V","NC_001137.3",58378,59148,"+",856659,"VMA8","YEL051W","NP_010863.1",256,"H(+)-transporting V1 sector ATPase subunit D"
"chromosome V","NC_001137.3",59670,60851,"-",856660,"RML2","YEL050C","NP_010864.3",393,"mitochondrial 54S ribosomal protein RML2"
"chromosome V","NC_001137.3",63728,64090,"+",856662,"PAU2","YEL049W","NP_010865.1",120,"seripauperin PAU2"
"chromosome V","NC_001137.3",64709,65167,"-",856663,"TCA17","YEL048C","NP_010866.1",152,"Tca17p"
"chromosome V","NC_001137.3",65385,66797,"-",856664,"FRD1","YEL047C","NP_010867.3",470,"fumarate reductase"
"chromosome V","NC_001137.3",67629,68792,"-",856665,"GLY1","YEL046C","NP_010868.1",387,"threonine aldolase GLY1"
"chromosome V","NC_001137.3",69757,70257,"+",856667,"IES6","YEL044W","NP_010870.1",166,"Ies6p"
"chromosome V","NC_001137.3",70478,73348,"+",856668,"GTA1","YEL043W","NP_010871.3",956,"Gta1p"
"chromosome V","NC_001137.3",73771,75327,"+",856669,"GDA1","YEL042W","NP_010872.1",518,"guanosine diphosphatase"
"chromosome V","NC_001137.3",75944,77431,"+",856670,"YEF1","YEL041W","NP_010873.1",495,"NADH/NAD(+) kinase"
"chromosome V","NC_001137.3",78053,79456,"+",856671,"UTR2","YEL040W","NP_010874.3",467,"Utr2p"
"chromosome V","NC_001137.3",79636,79977,"-",856672,"CYC7","YEL039C","NP_010875.1",113,"cytochrome c isoform 2"
"chromosome V","NC_001137.3",80462,81145,"+",856673,"UTR4","YEL038W","NP_010876.2",227,"putative acireductone synthase UTR4"
"chromosome V","NC_001137.3",81407,82603,"-",856674,"RAD23","YEL037C","NP_010877.3",398,"Rad23p"
"chromosome V","NC_001137.3",83050,84552,"-",856675,"ANP1","YEL036C","NP_010878.1",500,"Anp1p"
"chromosome V","NC_001137.3",85045,85545,"-",856676,"UTR5","YEL035C","NP_010879.1",166,"Utr5p"
"chromosome V","NC_001137.3",85676,86149,"+",856677,"HYP2","YEL034W","NP_010880.3",157,"translation elongation factor eIF-5A"
"chromosome V","NC_001137.3",86179,86598,"+",856678,"MTC7","YEL033W","NP_010881.1",139,"Mtc7p"
"chromosome V","NC_001137.3",86937,89852,"+",856680,"MCM3","YEL032W","NP_010882.1",971,"MCM DNA helicase complex subunit MCM3"
"chromosome V","NC_001137.3",90258,93905,"+",856681,"SPF1","YEL031W","NP_010883.3",1215,"ion-transporting P-type ATPase SPF1"
"chromosome V","NC_001137.3",94644,96578,"+",856682,"ECM10","YEL030W","NP_010884.1",644,"Hsp70 family ATPase ECM10"
"chromosome V","NC_001137.3",96858,97796,"-",856683,"BUD16","YEL029C","NP_010885.1",312,"putative pyridoxal kinase BUD16"
"chromosome V","NC_001137.3",98668,99129,"+",856684,,"YEL028W","NP_001335764.1",153,"uncharacterized protein YEL028W"
"chromosome V","NC_001137.3",100769,101251,"+",856686,"VMA3","YEL027W","NP_010887.3",160,"H(+)-transporting V0 sector ATPase subunit c"
"chromosome V","NC_001137.3",101943,102323,"+",856687,"SNU13","YEL026W","NP_010888.1",126,"RNA binding protein SNU13"
"chromosome V","NC_001137.3",102581,106147,"-",856688,,"YEL025C","NP_010889.1",1188,"uncharacterized protein YEL025C"
"chromosome V","NC_001137.3",107260,107907,"+",856689,"RIP1","YEL024W","NP_010890.3",215,"ubiquinol--cytochrome-c reductase catalytic subunit RIP1"
"chromosome V","NC_001137.3",108504,110552,"-",856690,,"YEL023C","NP_010891.1",682,"uncharacterized protein YEL023C"
"chromosome V","NC_001137.3",111421,115800,"+",856691,"GEA2","YEL022W","NP_010892.1",1459,"Arf family guanine nucleotide exchange factor GEA2"
"chromosome V","NC_001137.3",116167,116970,"+",856692,"URA3","YEL021W","NP_010893.3",267,"orotidine-5\\'-phosphate decarboxylase"
"chromosome V","NC_001137.3",117211,117474,"+",856693,"TIM9","YEL020W-A","NP_010894.1",87,"protein transporter TIM9"
"chromosome V","NC_001137.3",118617,120299,"-",856694,"PXP1","YEL020C","NP_010895.1",560,"putative indolepyruvate decarboxylase family protein"
"chromosome V","NC_001137.3",120498,121301,"-",856695,"MMS21","YEL019C","NP_010896.3",267,"SUMO ligase MMS21"
"chromosome V","NC_001137.3",121471,122310,"+",856696,"EAF5","YEL018W","NP_010897.1",279,"Eaf5p"
"chromosome V","NC_001137.3",122798,122929,"-",856697,"PMP2","YEL017C-A","NP_010898.1",43,"proteolipid ATPase"
"chromosome V","NC_001137.3",123657,124670,"+",856698,"GTT3","YEL017W","NP_010899.3",337,"Gtt3p"
"chromosome V","NC_001137.3",124737,126218,"-",856699,"NPP2","YEL016C","NP_010900.1",493,"nucleotide diphosphatase/phosphodiesterase NPP2"
"chromosome V","NC_001137.3",126629,128284,"+",856700,"EDC3","YEL015W","NP_010901.1",551,"Edc3p"
"chromosome V","NC_001137.3",128303,128608,"-",856701,,"YEL014C","NP_001335765.1",101,"uncharacterized protein YEL014C"
"chromosome V","NC_001137.3",128825,130561,"+",856702,"VAC8","YEL013W","NP_010903.3",578,"protein anchor VAC8"
"chromosome V","NC_001137.3",131772,132551,"+",856704,"UBC8","YEL012W","NP_010904.2",218,"E2 ubiquitin-conjugating protein UBC8"
"chromosome V","NC_001137.3",133120,135234,"+",856705,"GLC3","YEL011W","NP_010905.1",704,"1,4-alpha-glucan branching enzyme"
"chromosome V","NC_001137.3",136371,136778,"-",31009438,,"YEL009C-A","NP_001335766.1",135,"uncharacterized protein YEL009C-A"
"chromosome V","NC_001137.3",138918,139763,"-",856709,"GCN4","YEL009C","NP_010907.3",281,"amino acid starvation-responsive transcription factor GCN4"
"chromosome V","NC_001137.3",140512,140892,"+",856710,,"YEL008W","NP_001335767.1",126,"uncharacterized protein YEL008W"
"chromosome V","NC_001137.3",141892,143892,"+",856711,"MIT1","YEL007W","NP_010909.1",666,"Mit1p"
"chromosome V","NC_001137.3",144327,145334,"+",856712,"YEA6","YEL006W","NP_010910.1",335,"NAD+ transporter"
"chromosome V","NC_001137.3",145907,146755,"-",856713,"VAB2","YEL005C","NP_010911.3",282,"Vab2p"
"chromosome V","NC_001137.3",146951,147979,"+",856714,"YEA4","YEL004W","NP_010912.1",342,"Yea4p"
"chromosome V","NC_001137.3",148176,148599,"+",856715,"GIM4","YEL003W","NP_010913.2",111,"tubulin-binding prefolding complex subunit GIM4"
"chromosome V","NC_001137.3",148722,150014,"-",856716,"WBP1","YEL002C","NP_010914.3",430,"dolichyl-diphosphooligosaccharide-protein glycotransferase"
"chromosome V","NC_001137.3",150301,150978,"-",856717,"IRC22","YEL001C","NP_010915.1",225,"Irc22p"
"chromosome V","NC_001137.3",153520,155808,"+",856718,"MNN1","YER001W","NP_010916.1",762,"alpha-1,3-mannosyltransferase MNN1"
"chromosome V","NC_001137.3",156803,157498,"+",856719,"NOP16","YER002W","NP_010917.3",231,"Nop16p"
"chromosome V","NC_001137.3",157736,159118,"-",856720,"PMI40","YER003C","NP_010918.1",429,"mannose-6-phosphate isomerase PMI40"
"chromosome V","NC_001137.3",159580,160275,"+",856721,"FMP52","YER004W","NP_010919.1",231,"Fmp52p"
"chromosome V","NC_001137.3",160550,162442,"+",856722,"YND1","YER005W","NP_010920.3",630,"apyrase"
"chromosome V","NC_001137.3",162723,164285,"+",856723,"NUG1","YER006W","NP_010921.1",520,"RNA-binding GTPase NUG1"
"chromosome V","NC_001137.3",164527,166083,"+",856724,"PAC2","YER007W","NP_010922.1",518,"Pac2p"
"chromosome V","NC_001137.3",166237,166885,"-",856725,"TMA20","YER007C-A","NP_010923.3",181,"translation machinery-associated protein 20"
"chromosome V","NC_001137.3",167808,171818,"-",856726,"SEC3","YER008C","NP_010924.1",1336,"GTP-Rho binding exocyst subunit SEC3"
"chromosome V","NC_001137.3",172115,172492,"+",856727,"NTF2","YER009W","NP_010925.1",125,"Ran GTPase-binding protein NTF2"
"chromosome V","NC_001137.3",172634,173338,"-",856728,,"YER010C","NP_010926.3",234,"bifunctional 4-hydroxy-4-methyl-2-oxoglutarate aldolase/oxaloacetate decarboxylase"
"chromosome V","NC_001137.3",175248,176012,"+",856729,"TIR1","YER011W","NP_010927.1",254,"GPI-anchored mannoprotein"
"chromosome V","NC_001137.3",177835,178431,"+",856731,"PRE1","YER012W","NP_010928.1",198,"proteasome core particle subunit beta 4"
"chromosome V","NC_001137.3",178841,182278,"+",856732,"PRP22","YER013W","NP_010929.3",1145,"DEAH-box ATP-dependent RNA helicase PRP22"
"chromosome V","NC_001137.3",182600,184219,"+",856733,"HEM14","YER014W","NP_010930.1",539,"oxygen-dependent protoporphyrinogen oxidase"
"chromosome V","NC_001137.3",183731,184700,"-",856735,"BUD25","YER014C-A","NP_076437.1",153,"Bud25p"
"chromosome V","NC_001137.3",184541,186775,"+",856734,"FAA2","YER015W","NP_010931.3",744,"medium-chain fatty acid-CoA ligase FAA2"
"chromosome V","NC_001137.3",188277,189311,"+",856736,"BIM1","YER016W","NP_010932.1",344,"microtubule-binding protein BIM1"
"chromosome V","NC_001137.3",189503,191788,"-",856737,"AFG3","YER017C","NP_010933.1",761,"AAA family ATPase AFG3"
"chromosome V","NC_001137.3",191959,192624,"-",856738,"SPC25","YER018C","NP_010934.3",221,"kinetochore-associated Ndc80 complex subunit SPC25"
"chromosome V","NC_001137.3",192797,194230,"+",856739,"ISC1","YER019W","NP_010935.1",477,"inositol phosphosphingolipid phospholipase"
"chromosome V","NC_001137.3",194273,194539,"-",856740,"SBH2","YER019C-A","NP_010936.1",88,"Arf family guanine nucleotide exchange factor SBH2"
"chromosome V","NC_001137.3",195168,196517,"+",856741,"GPA2","YER020W","NP_010937.3",449,"guanine nucleotide-binding protein subunit alpha"
"chromosome V","NC_001137.3",196948,198519,"+",856742,"RPN3","YER021W","NP_010938.1",523,"proteasome regulatory particle lid subunit RPN3"
"chromosome V","NC_001137.3",198812,200875,"+",856743,"SRB4","YER022W","NP_010939.1",687,"Srb4p"
"chromosome V","NC_001137.3",201076,201936,"+",856744,"PRO3","YER023W","NP_010940.3",286,"pyrroline-5-carboxylate reductase"
"chromosome V","NC_001137.3",202192,204963,"+",856745,"YAT2","YER024W","NP_010941.1",923,"carnitine O-acetyltransferase YAT2"
"chromosome V","NC_001137.3",205251,206834,"+",856746,"GCD11","YER025W","NP_010942.1",527,"translation initiation factor eIF2 subunit gamma"
"chromosome XII","NC_001144.5",585,4301,"-",850659,,"YLL067C","NP_013033.1",1205,"Y\\' element ATP-dependent helicase"
"chromosome XII","NC_001144.5",5605,5775,"+",1466404,,"YLL066W-B","NP_878115.1",56,"uncharacterized protein YLL066W-B"
"chromosome XII","NC_001144.5",6120,9836,"-",850660,,"YLL066C","NP_013034.1",1205,"Y\\' element ATP-dependent helicase"
"chromosome XII","NC_001144.5",13083,13445,"-",850662,"PAU18","YLL064C","NP_013036.1",120,"seripauperin PAU18"
"chromosome XII","NC_001144.5",14648,16072,"-",850663,"AYT1","YLL063C","NP_013037.1",474,"acetyltransferase"
"chromosome XII","NC_001144.5",16639,17613,"-",850664,"MHT1","YLL062C","NP_013038.1",324,"S-adenosylmethionine-homocysteine S-methyltransferase MHT1"
"chromosome XII","NC_001144.5",17956,19707,"+",850665,"MMP1","YLL061W","NP_013039.1",583,"S-methylmethionine permease MMP1"
"chromosome XII","NC_001144.5",21138,21839,"-",850666,"GTT2","YLL060C","NP_013040.1",233,"glutathione transferase GTT2"
"chromosome XII","NC_001144.5",23569,25296,"+",850668,,"YLL058W","NP_013042.1",575,"cystathionine gamma-synthase"
"chromosome XII","NC_001144.5",25756,26994,"-",850669,"JLP1","YLL057C","NP_013043.1",412,"sulfonate dioxygenase"
"chromosome XII","NC_001144.5",27409,28305,"-",850670,,"YLL056C","NP_013044.1",298,"uncharacterized protein YLL056C"
"chromosome XII","NC_001144.5",30109,31704,"+",850671,"YCT1","YLL055W","NP_013045.1",531,"Yct1p"
"chromosome XII","NC_001144.5",32673,35204,"-",850672,,"YLL054C","NP_013046.2",843,"uncharacterized protein YLL054C"
"chromosome XII","NC_001144.5",35503,35961,"-",850673,,"YLL053C","NP_013047.1",152,"uncharacterized protein YLL053C"
"chromosome XII","NC_001144.5",35912,36361,"-",850674,"AQY2","YLL052C","NP_013048.1",149,"Aqy2p"
"chromosome XII","NC_001144.5",37333,39471,"-",850675,"FRE6","YLL051C","NP_013049.1",712,"putative ferric-chelate reductase"
"chromosome XII","NC_001144.5",39804,40414,"-",850676,"COF1","YLL050C","NP_013050.1",143,"cofilin"
"chromosome XII","NC_001144.5",40666,41205,"+",850677,"LDB18","YLL049W","NP_013051.1",179,"Ldb18p"
"chromosome XII","NC_001144.5",41280,46265,"-",850678,"YBT1","YLL048C","NP_013052.1",1661,"bile acid-transporting ATPase YBT1"
"chromosome XII","NC_001144.5",46714,47463,"-",850680,"RNP1","YLL046C","NP_013054.1",249,"Rnp1p"
"chromosome XII","NC_001144.5",47859,48629,"-",850682,"RPL8B","YLL045C","NP_013055.1",256,"ribosomal 60S subunit protein L8B"
"chromosome XII","NC_001144.5",49938,51947,"+",850683,"FPS1","YLL043W","NP_013057.1",669,"Fps1p"
"chromosome XII","NC_001144.5",52087,52590,"-",850684,"ATG10","YLL042C","NP_013058.1",167,"E2-like conjugating enzyme"
"chromosome XII","NC_001144.5",53131,53931,"-",850685,"SDH2","YLL041C","NP_013059.1",266,"succinate dehydrogenase iron-sulfur protein subunit SDH2"
"chromosome XII","NC_001144.5",54211,63645,"-",850619,"VPS13","YLL040C","NP_013060.1",3144,"membrane morphogenesis protein VPS13"
"chromosome XII","NC_001144.5",64062,65207,"-",850620,"UBI4","YLL039C","NP_013061.1",381,"ubiquitin"
"chromosome XII","NC_001144.5",65775,66518,"-",850621,"ENT4","YLL038C","NP_013062.1",247,"Ent4p"
"chromosome XII","NC_001144.5",66745,68256,"-",850623,"PRP19","YLL036C","NP_013064.1",503,"E3 ubiquitin-protein ligase PRP19"
"chromosome XII","NC_001144.5",68580,70478,"+",850624,"GRC3","YLL035W","NP_013065.1",632,"polynucleotide 5\\'-hydroxyl-kinase"
"chromosome XII","NC_001144.5",70633,73146,"-",850625,"RIX7","YLL034C","NP_013066.1",837,"putative AAA family ATPase RIX7"
"chromosome XII","NC_001144.5",73409,74101,"+",850626,"IRC19","YLL033W","NP_013067.1",230,"Irc19p"
"chromosome XII","NC_001144.5",74270,76747,"-",850627,,"YLL032C","NP_013068.1",825,"uncharacterized protein YLL032C"
"chromosome XII","NC_001144.5",77152,80205,"-",850628,"GPI13","YLL031C","NP_013069.1",1017,"mannose-ethanolamine phosphotransferase GPI13"
"chromosome XII","NC_001144.5",80356,80697,"-",850629,"RRT7","YLL030C","NP_001335793.1",113,"Rrt7p"
"chromosome XII","NC_001144.5",81461,83710,"+",850630,"FRA1","YLL029W","NP_013071.1",749,"aminopeptidase P"
"chromosome XII","NC_001144.5",84804,86564,"+",850631,"TPO1","YLL028W","NP_013072.1",586,"Tpo1p"
"chromosome XII","NC_001144.5",87403,88155,"+",850632,"ISA1","YLL027W","NP_013073.1",250,"Fe-binding Fe/S cluster assembly protein ISA1"
"chromosome XII","NC_001144.5",88623,91349,"+",850633,"HSP104","YLL026W","NP_013074.1",908,"chaperone ATPase HSP104"
"chromosome XII","NC_001144.5",94747,95121,"+",850635,"PAU17","YLL025W","NP_013075.1",124,"seripauperin PAU17"
"chromosome XII","NC_001144.5",95566,97485,"-",850636,"SSA2","YLL024C","NP_013076.1",639,"Hsp70 family chaperone SSA2"
"chromosome XII","NC_001144.5",97997,98836,"-",850637,"POM33","YLL023C","NP_013077.1",279,"nucleoporin POM33"
"chromosome XII","NC_001144.5",99044,100201,"-",850638,"HIF1","YLL022C","NP_013078.1",385,"Hif1p"
"chromosome XII","NC_001144.5",100947,105347,"+",850639,"SPA2","YLL021W","NP_013079.1",1466,"Spa2p"
"chromosome XII","NC_001144.5",105686,107899,"-",850641,"KNS1","YLL019C","NP_013081.1",737,"serine/threonine protein kinase KNS1"
"chromosome XII","NC_001144.5",108676,108972,"-",850642,"COX19","YLL018C-A","NP_013082.1",98,"Cox19p"
"chromosome XII","NC_001144.5",109902,111575,"-",850643,"DPS1","YLL018C","NP_013083.1",557,"aspartate--tRNA ligase DPS1"
"chromosome XII","NC_001144.5",116432,121111,"+",850645,"BPT1","YLL015W","NP_013086.1",1559,"ATP-binding cassette bilirubin transporter BPT1"
"chromosome XII","NC_001144.5",121322,121648,"+",850646,"EMC6","YLL014W","NP_013087.1",108,"Emc6p"
"chromosome XII","NC_001144.5",122075,124714,"-",850647,"PUF3","YLL013C","NP_013088.1",879,"mRNA-binding protein PUF3"
"chromosome XII","NC_001144.5",125534,127255,"+",850648,"YEH1","YLL012W","NP_013089.1",573,"sterol esterase"
"chromosome XII","NC_001144.5",127523,128992,"+",850649,"SOF1","YLL011W","NP_013090.1",489,"rRNA-processing protein SOF1"
"chromosome XII","NC_001144.5",129330,130613,"-",850650,"PSR1","YLL010C","NP_013091.1",427,"phosphatase"
"chromosome XII","NC_001144.5",131205,131414,"-",850651,"COX17","YLL009C","NP_013092.1",69,"copper metallochaperone COX17"
"chromosome XII","NC_001144.5",131729,133987,"+",850652,"DRS1","YLL008W","NP_013093.1",752,"putative ATP-dependent RNA helicase"
"chromosome XII","NC_001144.5",134302,136299,"-",850653,"LMO1","YLL007C","NP_013094.1",665,"Lmo1p"
"chromosome XII","NC_001144.5",136345,136521,"+",1466403,,"YLL006W-A","NP_878116.1",58,"uncharacterized protein YLL006W-A"
"chromosome XII","NC_001144.5",136586,137866,"+",850654,"MMM1","YLL006W","NP_013095.1",426,"ERMES complex subunit MMM1"
"chromosome XII","NC_001144.5",137940,140546,"-",850655,"SPO75","YLL005C","NP_013096.1",868,"Spo75p"
"chromosome XII","NC_001144.5",141073,142923,"+",850656,"ORC3","YLL004W","NP_013097.1",616,"origin recognition complex subunit 3"
"chromosome XII","NC_001144.5",143201,146041,"+",850657,"SFI1","YLL003W","NP_013098.1",946,"Sfi1p"
"chromosome XII","NC_001144.5",146291,147601,"+",850658,"RTT109","YLL002W","NP_013099.1",436,"H3 histone acetyltransferase RTT109"
"chromosome XII","NC_001144.5",147890,150163,"+",850686,"DNM1","YLL001W","NP_013100.1",757,"dynamin-related GTPase DNM1"
"chromosome XII","NC_001144.5",151389,153977,"-",850687,,"YLR001C","NP_013101.1",862,"uncharacterized protein YLR001C"
"chromosome XII","NC_001144.5",154343,156334,"-",850688,"NOC3","YLR002C","NP_013102.1",663,"Noc3p"
"chromosome XII","NC_001144.5",156855,157730,"-",850689,"CMS1","YLR003C","NP_013103.1",291,"Cms1p"
"chromosome XII","NC_001144.5",157934,159505,"-",850690,"THI73","YLR004C","NP_013104.1",523,"Thi73p"
"chromosome XII","NC_001144.5",160049,161434,"+",850691,"SSL1","YLR005W","NP_013105.1",461,"TFIIH/NER complex subunit SSL1"
"chromosome XII","NC_001144.5",161755,163893,"-",850692,"SSK1","YLR006C","NP_013106.1",712,"mitogen-activated protein kinase kinase kinase SSK1"
"chromosome XII","NC_001144.5",164392,165402,"+",850693,"NSE1","YLR007W","NP_013107.1",336,"Smc5-Smc6 complex subunit NSE1"
"chromosome XII","NC_001144.5",165577,166083,"-",850694,"PAM18","YLR008C","NP_013108.1",168,"Pam18p"
"chromosome XII","NC_001144.5",166537,167136,"+",850695,"RLP24","YLR009W","NP_013109.1",199,"ATPase-activating ribosome biosynthesis protein"
"chromosome XII","NC_001144.5",167320,167802,"-",850696,"TEN1","YLR010C","NP_013110.1",160,"Ten1p"
"chromosome XII","NC_001144.5",169103,169678,"+",850698,"LOT6","YLR011W","NP_013111.1",191,"flavin-dependent quinone reductase"
"chromosome XII","NC_001144.5",169982,170281,"-",850699,,"YLR012C","NP_013112.2",99,"uncharacterized protein YLR012C"
"chromosome XII","NC_001144.5",171339,171764,"+",850700,"GAT3","YLR013W","NP_013113.1",141,"Gat3p"
"chromosome XII","NC_001144.5",172268,174982,"-",850701,"PPR1","YLR014C","NP_013114.1",904,"Ppr1p"
"chromosome XII","NC_001144.5",175227,176744,"+",850702,"BRE2","YLR015W","NP_013115.1",505,"Bre2p"
"chromosome XII","NC_001144.5",176802,177416,"-",850703,"PML1","YLR016C","NP_013116.1",204,"Pml1p"
"chromosome XII","NC_001144.5",177608,178621,"+",850704,"MEU1","YLR017W","NP_013117.1",337,"S-methyl-5-thioadenosine phosphorylase"
"chromosome XII","NC_001144.5",178707,179606,"-",850705,"POM34","YLR018C","NP_013118.1",299,"Pom34p"
"chromosome XII","NC_001144.5",180288,181481,"+",850706,"PSR2","YLR019W","NP_013119.1",397,"putative phosphatase"
"chromosome XII","NC_001144.5",181789,183405,"-",850707,"YEH2","YLR020C","NP_013120.1",538,"sterol esterase"
"chromosome XII","NC_001144.5",183623,184162,"+",850708,"IRC25","YLR021W","NP_013121.1",179,"Irc25p"
"chromosome XII","NC_001144.5",184174,184926,"-",850709,"SDO1","YLR022C","NP_013122.1",250,"guanine nucleotide exchange factor SDO1"
"chromosome XII","NC_001144.5",185498,187129,"-",850710,"IZH3","YLR023C","NP_013123.1",543,"Izh3p"
"chromosome XII","NC_001144.5",187663,193281,"-",850711,"UBR2","YLR024C","NP_013124.1",1872,"putative ubiquitin-protein ligase UBR2"
"chromosome XII","NC_001144.5",194452,195174,"+",850712,"SNF7","YLR025W","NP_013125.1",240,"ESCRT-III subunit protein SNF7"
"chromosome XII","NC_001144.5",195450,196472,"-",850713,"SED5","YLR026C","NP_013126.1",340,"t-SNARE syntaxin"
"chromosome XII","NC_001144.5",196829,198085,"-",850714,"AAT2","YLR027C","NP_013127.2",418,"aspartate transaminase AAT2"
"chromosome XII","NC_001144.5",199540,201315,"-",850715,"ADE16","YLR028C","NP_013128.1",591,"bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase ADE16"
"chromosome XII","NC_001144.5",201976,202590,"-",850716,"RPL15A","YLR029C","NP_013129.1",204,"ribosomal 60S subunit protein L15A"
"chromosome XII","NC_001144.5",203290,204081,"+",850717,,"YLR030W","NP_013130.1",263,"uncharacterized protein YLR030W"
"chromosome XII","NC_001144.5",204225,204785,"+",850718,,"YLR031W","NP_013131.1",186,"uncharacterized protein YLR031W"
"chromosome XII","NC_001144.5",204991,208500,"+",850719,"RAD5","YLR032W","NP_013132.1",1169,"DNA helicase RAD5"
"chromosome XII","NC_001144.5",208761,210269,"+",850720,"RSC58","YLR033W","NP_013133.1",502,"Rsc58p"
"chromosome XII","NC_001144.5",210512,211933,"-",850721,"SMF3","YLR034C","NP_013134.1",473,"putative divalent metal ion transporter SMF3"
"chromosome XII","NC_001144.5",212369,214456,"-",850722,"MLH2","YLR035C","NP_013135.1",695,"mismatch repair protein MLH2"
"chromosome XII","NC_001144.5",215440,218907,"-",850724,,"YLR035C-A","NP_013136.1",1155,"gag-pol fusion protein"
"chromosome XII","NC_001144.5",221521,222132,"-",850725,,"YLR036C","NP_013137.1",203,"uncharacterized protein YLR036C"
"chromosome XII","NC_001144.5",222685,223059,"-",850726,"PAU23","YLR037C","NP_013138.1",124,"seripauperin PAU23"
"chromosome XII","NC_001144.5",224921,225172,"-",850727,"COX12","YLR038C","NP_013139.1",83,"cytochrome c oxidase subunit VIb"
"chromosome XII","NC_001144.5",225426,228596,"-",850728,"RIC1","YLR039C","NP_013140.1",1056,"Ric1p"
"chromosome XII","NC_001144.5",228908,229582,"-",850730,"AFB1","YLR040C","NP_013141.1",224,"Afb1p"
"chromosome XII","NC_001144.5",229966,230451,"-",850731,"NFG1","YLR042C","NP_013143.1",161,"Nfg1p"
"chromosome XII","NC_001144.5",231702,232013,"-",850732,"TRX1","YLR043C","NP_013144.1",103,"thioredoxin TRX1"
"chromosome XII","NC_001144.5",232390,234081,"-",850733,"PDC1","YLR044C","NP_013145.1",563,"indolepyruvate decarboxylase 1"
"chromosome XII","NC_001144.5",235037,237703,"-",850734,"STU2","YLR045C","NP_013146.1",888,"Stu2p"
"chromosome XII","NC_001144.5",238001,238813,"-",850735,,"YLR046C","NP_013147.1",270,"uncharacterized protein YLR046C"
"chromosome XII","NC_001144.5",239347,241407,"-",850736,"FRE8","YLR047C","NP_013148.1",686,"putative ferric-chelate reductase"
