,gene AID,gene name,subject AID,subject name,gene product AID,subject product AID,gene product name,subject product name,COV
770,NP_010450.3,YDR166C,XP_500228.1,YALI0_A19052g,NP_010450.3,XP_500228.1,exocyst subunit SEC5,YALI0A19052p,0.8877445932028837
771,NP_010451.3,YDR167W,XP_504089.1,YALI0_E18051g,NP_010451.3,XP_504089.1,Taf10p,YALI0E18051p,0.6796116504854369
772,NP_010452.1,YDR168W,XP_504105.1,YALI0_E18480g,NP_010452.1,XP_504105.1,Cdc37p,YALI0E18480p,0.9545454545454546
773,NP_010454.3,YDR170C,XP_503192.1,YALI0_D23463g,NP_010454.3,XP_503192.1,Arf family guanine nucleotide exchange factor SEC7,YALI0D23463p,0.8606271777003485
774,NP_010456.1,YDR171W,XP_504108.2,YALI0_E18546g,NP_010456.1,XP_504108.2,heat shock protein HSP42,YALI0E18546p,0.264
775,NP_010457.3,YDR172W,XP_500633.1,YALI0_B08250g,NP_010457.3,XP_500633.1,translation termination factor GTPase eRF3,YALI0B08250p,0.9007299270072991
776,NP_010458.3,YDR173C,XP_500753.1,YALI0_B11286g,NP_010458.3,XP_500753.1,inositol polyphosphate multikinase,YALI0B11286p,1.076056338028169
777,NP_010459.1,YDR174W,XP_505570.1,YALI0_F18260g,NP_010459.1,XP_505570.1,Hmo1p,YALI0F18260p,0.6463414634146342
778,NP_010460.1,YDR175C,XP_502574.1,YALI0_D08448g,NP_010460.1,XP_502574.1,mitochondrial 37S ribosomal protein RSM24,YALI0D08448p,0.8401253918495298
779,NP_010461.3,YDR176W,XP_500063.1,YALI0_A14586g,NP_010461.3,XP_500063.1,histone acetyltransferase NGG1,YALI0A14586p,0.2706552706552707
780,NP_010462.3,YDR177W,XP_504909.1,YALI0_F02563g,NP_010462.3,XP_504909.1,E2 ubiquitin-conjugating protein UBC1,YALI0F02563p,0.9953488372093025
781,NP_010463.1,YDR178W,XP_500072.2,YALI0_A14784g,NP_010463.1,XP_500072.2,succinate dehydrogenase membrane anchor subunit SDH4,YALI0A14784p,0.712707182320442
782,NP_010465.4,YDR179W-A,XP_500070.1,YALI0_A14740g,NP_010465.4,XP_500070.1,Nvj3p,YALI0A14740p,0.7386609071274298
783,NP_010466.3,YDR180W,XP_500068.2,YALI0_A14707g,NP_010466.3,XP_500068.2,cohesin-loading factor complex subunit SCC2,YALI0A14707p,0.6738111185532485
784,NP_010468.1,YDR182W,XP_501602.1,YALI0_C08481g,NP_010468.1,XP_501602.1,putative lipid phosphatase CDC1,YALI0C08481p,1.0
785,NP_010469.3,YDR183W,XP_499628.1,YALI0_A00781g,NP_010469.3,XP_499628.1,Plp1p,YALI0A00781p,0.6608695652173913
786,NP_010471.1,YDR185C,XP_503005.1,YALI0_D18854g,NP_010471.1,XP_503005.1,Ups3p,YALI0D18854p,0.9329608938547486
787,NP_010474.3,YDR188W,XP_503068.1,YALI0_D20328g,NP_010474.3,XP_503068.1,chaperonin-containing T-complex subunit CCT6,YALI0D20328p,0.9945054945054944
788,NP_010475.1,YDR189W,XP_503071.2,YALI0_D20416g,NP_010475.1,XP_503071.2,syntaxin-binding protein,YALI0D20416p,0.96996996996997
789,NP_010476.1,YDR190C,XP_502110.1,YALI0_C21868g,NP_010476.1,XP_502110.1,RuvB family ATP-dependent DNA helicase pontin,YALI0C21868p,0.976241900647948
790,NP_010477.3,YDR191W,XP_502162.1,YALI0_C23034g,NP_010477.3,XP_502162.1,NAD-dependent histone deacetylase HST4,YALI0C23034p,0.9297297297297298
791,NP_010480.1,YDR194C,XP_503430.1,YALI0_E01782g,NP_010480.1,XP_503430.1,ATP-dependent RNA helicase,YALI0E01782p,0.5843373493975904
792,NP_010482.3,YDR196C,XP_505216.1,YALI0_F09625g,NP_010482.3,XP_505216.1,putative dephospho-CoA kinase,YALI0F09625p,0.946058091286307
793,NP_010483.1,YDR197W,XP_505684.1,YALI0_F20900g,NP_010483.1,XP_505684.1,Cbs2p,YALI0F20900p,1.025706940874036
794,NP_010484.1,YDR198C,XP_505686.1,YALI0_F20944g,NP_010484.1,XP_505686.1,protein-lysine N-methyltransferase,YALI0F20944p,1.0271398747390397
795,NP_010486.3,YDR200C,XP_505940.1,YALI0_F27291g,NP_010486.3,XP_505940.1,Vps64p,YALI0F27291p,0.6175496688741722
796,NP_010490.1,YDR204W,XP_505938.1,YALI0_F27247g,NP_010490.1,XP_505938.1,ubiquinone biosynthesis protein COQ4,YALI0F27247p,0.6925373134328359
797,NP_010491.4,YDR205W,XP_501973.1,YALI0_C18359g,NP_010491.4,XP_501973.1,metal cation transporter MSC2,YALI0C18359p,0.393646408839779
798,NP_010494.1,YDR208W,XP_505794.1,YALI0_F23573g,NP_010494.1,XP_505794.1,1-phosphatidylinositol-4-phosphate 5-kinase,YALI0F23573p,0.5943517329910141
799,NP_010497.3,YDR211W,XP_500943.1,YALI0_B15708g,NP_010497.3,XP_500943.1,translation initiation factor eIF2B catalytic subunit epsilon,YALI0B15708p,0.9901685393258428
800,NP_010498.1,YDR212W,XP_500945.2,YALI0_B15774g,NP_010498.1,XP_500945.2,chaperonin-containing T-complex alpha subunit TCP1,YALI0B15774p,1.0017889087656529
801,NP_010499.1,YDR213W,XP_500947.1,YALI0_B15818g,NP_010499.1,XP_500947.1,Upc2p,YALI0B15818p,0.3154435925520263
802,NP_010500.3,YDR214W,XP_500948.1,YALI0_B15840g,NP_010500.3,XP_500948.1,Aha1p,YALI0B15840p,1.0057142857142858
803,NP_010504.1,YDR218C,XP_504076.2,YALI0_E17765g,NP_010504.1,XP_504076.2,septin SPR28,YALI0E17765p,0.789598108747045
804,NP_010508.1,YDR222W,XP_501927.1,YALI0_C16973g,NP_010508.1,XP_501927.1,uncharacterized protein YDR222W,YALI0C16973p,0.9180722891566264
805,NP_010510.3,YDR224C,XP_504425.1,YALI0_E26455g,NP_010510.3,XP_504425.1,histone H2B,YALI0E26455p,0.9465648854961832
806,NP_010511.3,YDR225W,XP_504426.1,YALI0_E26477g,NP_010511.3,XP_504426.1,histone H2A,YALI0E26477p,1.0075757575757576
807,NP_010512.1,YDR226W,XP_500355.1,YALI0_B00704g,NP_010512.1,XP_500355.1,adenylate kinase ADK1,YALI0B00704p,0.9594594594594594
808,NP_010514.3,YDR228C,XP_501829.2,YALI0_C14476g,NP_010514.3,XP_501829.2,Pcf11p,YALI0C14476p,0.3945686900958466
809,NP_010515.3,YDR229W,XP_501391.2,YALI0_C03245g,NP_010515.3,XP_501391.2,Ivy1p,YALI0C03245p,0.6181015452538632
810,NP_010517.1,YDR231C,XP_501638.1,YALI0_C09350g,NP_010517.1,XP_501638.1,Cox20p,YALI0C09350p,0.8829268292682927
811,NP_010518.1,YDR232W,XP_501502.1,YALI0_C06083g,NP_010518.1,XP_501502.1,5-aminolevulinate synthase,YALI0C06083p,0.833941605839416
812,NP_010519.3,YDR233C,XP_500398.1,YALI0_B01738g,NP_010519.3,XP_500398.1,Rtn1p,YALI0B01738p,1.1016949152542372
813,NP_010520.3,YDR234W,XP_503471.1,YALI0_E02728g,NP_010520.3,XP_503471.1,homoaconitate hydratase LYS4,YALI0E02728p,0.9971139971139972
814,NP_010521.1,YDR235W,XP_502891.1,YALI0_D16225g,NP_010521.1,XP_502891.1,mRNA splicing protein PRP42,YALI0D16225p,0.6158088235294118
815,NP_010522.1,YDR236C,XP_500401.1,YALI0_B01826g,NP_010522.1,XP_500401.1,riboflavin kinase,YALI0B01826p,0.6926605504587156
816,NP_010523.3,YDR237W,XP_500404.1,YALI0_B01892g,NP_010523.3,XP_500404.1,mitochondrial 54S ribosomal protein YmL7/YmL5,YALI0B01892p,1.0
817,NP_010524.3,YDR238C,XP_505605.1,YALI0_F19074g,NP_010524.3,XP_505605.1,coatomer subunit beta,YALI0F19074p,1.0
818,NP_010528.3,YDR242W,XP_503836.1,YALI0_E11847g,NP_010528.3,XP_503836.1,putative amidase,YALI0E11847p,0.9234972677595628
819,NP_010529.3,YDR243C,XP_505988.1,YALI0_F28391g,NP_010529.3,XP_505988.1,mRNA splicing protein PRP28,YALI0F28391p,0.9591836734693876
820,NP_010530.1,YDR244W,XP_505991.1,YALI0_F28457g,NP_010530.1,XP_505991.1,Pex5p,YALI0F28457p,1.042483660130719
821,NP_010531.1,YDR245W,XP_504403.1,YALI0_E25894g,NP_010531.1,XP_504403.1,"alpha-1,6-mannosyltransferase",YALI0E25894p,0.6768447837150128
822,NP_010532.3,YDR246W,XP_501219.1,YALI0_B22396g,NP_010532.3,XP_501219.1,TRAPP subunit TRS23,YALI0B22396p,0.9954337899543378
823,NP_010533.1,YDR247W,XP_500830.1,YALI0_B13178g,NP_010533.1,XP_500830.1,putative serine/threonine protein kinase VHS1,YALI0B13178p,0.3297180043383948
824,NP_010534.1,YDR248C,XP_505136.1,YALI0_F07821g,NP_010534.1,XP_505136.1,gluconokinase,YALI0F07821p,0.7512953367875648
825,NP_010537.3,YDR251W,XP_503072.1,YALI0_D20438g,NP_010537.3,XP_503072.1,Pam1p,YALI0D20438p,0.3457831325301205
826,NP_010538.1,YDR252W,XP_505159.1,YALI0_F08393g,NP_010538.1,XP_505159.1,CCR4-NOT core subunit BTT1,YALI0F08393p,0.7785234899328859
827,NP_010539.1,YDR253C,XP_504046.1,YALI0_E16973g,NP_010539.1,XP_504046.1,Met32p,YALI0E16973p,0.2670157068062827
828,NP_010540.3,YDR254W,XP_499727.1,YALI0_A03531g,NP_010540.3,XP_499727.1,Chl4p,YALI0A03531p,0.4716157205240174
829,NP_010541.3,YDR255C,XP_500218.1,YALI0_A18788g,NP_010541.3,XP_500218.1,ubiquitin-protein ligase RMD5,YALI0A18788p,0.7125890736342043
830,NP_010542.1,YDR256C,XP_506075.1,YALI0_F30987g,NP_010542.1,XP_506075.1,catalase A,YALI0F30987p,0.9242718446601942
831,NP_010543.1,YDR257C,XP_505975.1,YALI0_F28061g,NP_010543.1,XP_505975.1,ribosomal lysine N-methyltransferase,YALI0F28061p,0.7408906882591093
832,NP_010544.3,YDR258C,XP_505330.1,YALI0_F12463g,NP_010544.3,XP_505330.1,chaperone ATPase HSP78,YALI0F12463p,0.9099876695437732
833,NP_010545.3,YDR259C,XP_504945.1,YALI0_F03388g,NP_010545.3,XP_504945.1,Yap6p,YALI0F03388p,0.3785900783289817
834,NP_010547.1,YDR261C,XP_505030.1,YALI0_F05390g,NP_010547.1,XP_505030.1,"glucan exo-1,3-beta-glucosidase",YALI0F05390p,0.806049822064057
835,NP_010548.3,YDR262W,XP_503338.1,YALI0_D26906g,NP_010548.3,XP_503338.1,uncharacterized protein YDR262W,YALI0D26906p,0.9411764705882352
836,NP_010549.3,YDR263C,XP_503925.1,YALI0_E14014g,NP_010549.3,XP_503925.1,exodeoxyribonuclease DIN7,YALI0E14014p,0.6930232558139535
837,NP_010550.1,YDR264C,XP_504242.1,YALI0_E21780g,NP_010550.1,XP_504242.1,palmitoyltransferase AKR1,YALI0E21780p,0.9332460732984292
838,NP_010551.1,YDR265W,XP_501311.1,YALI0_C01023g,NP_010551.1,XP_501311.1,ubiquitin-protein ligase peroxin 10,YALI0C01023p,1.0148367952522257
839,NP_010552.3,YDR266C,XP_501308.1,YALI0_C00957g,NP_010552.3,XP_501308.1,E3 ubiquitin-protein ligase HEL2,YALI0C00957p,0.7496087636932708
840,NP_010553.3,YDR267C,XP_501974.1,YALI0_C18381g,NP_010553.3,XP_501974.1,iron-sulfur cluster assembly protein CIA1,YALI0C18381p,1.0424242424242425
841,NP_010554.1,YDR268W,XP_501976.1,YALI0_C18425g,NP_010554.1,XP_501976.1,tryptophan--tRNA ligase MSW1,YALI0C18425p,0.9736147757255936
842,NP_010556.1,YDR270W,XP_503344.1,YALI0_D27038g,NP_010556.1,XP_503344.1,Cu(2+)-transporting P-type ATPase CCC2,YALI0D27038p,0.9312749003984064
843,NP_010558.3,YDR272W,XP_502510.1,YALI0_D06974g,NP_010558.3,XP_502510.1,hydroxyacylglutathione hydrolase GLO2,YALI0D06974p,1.0145985401459854
844,NP_010562.1,YDR276C,XP_502906.2,YALI0_D16665g,NP_010562.1,XP_502906.2,Pmp3p,YALI0D16665p,0.9454545454545454
845,NP_010563.3,YDR277C,XP_002143004.1,YALI0_B04796g,NP_010563.3,XP_002143004.1,Mth1p,YALI0B04796p,0.6951501154734411
846,NP_010566.1,YDR280W,XP_500645.1,YALI0_B08514g,NP_010566.1,XP_500645.1,exosome non-catalytic core subunit RRP45,YALI0B08514p,0.980327868852459
847,NP_010568.3,YDR282C,XP_503054.1,YALI0_D20020g,NP_010568.3,XP_503054.1,Mrx10p,YALI0D20020p,0.7318840579710145
848,NP_010569.3,YDR283C,XP_500907.2,YALI0_B14949g,NP_010569.3,XP_500907.2,serine/threonine-protein kinase GCN2,YALI0B14949p,1.0349608197709463
849,NP_010570.1,YDR284C,XP_500888.1,YALI0_B14531g,NP_010570.1,XP_500888.1,bifunctional diacylglycerol diphosphate phosphatase/phosphatidate phosphatase,YALI0B14531p,0.7820069204152249
850,NP_010573.3,YDR287W,XP_502402.2,YALI0_D04378g,NP_010573.3,XP_502402.2,inositol monophosphate 1-phosphatase INM2,YALI0D04378p,1.0410958904109588
851,NP_010575.1,YDR289C,XP_504719.1,YALI0_E33231g,NP_010575.1,XP_504719.1,Rtt103p,YALI0E33231p,0.3105134474327628
852,NP_010577.3,YDR291W,XP_503987.1,YALI0_E15576g,NP_010577.3,XP_503987.1,ATP-dependent 3\\'-5\\' DNA helicase,YALI0E15576p,0.9832869080779943
853,NP_010578.3,YDR292C,XP_505785.1,YALI0_F23375g,NP_010578.3,XP_505785.1,Signal recognition particle receptor subunit alpha,YALI0F23375p,0.7342995169082126
854,NP_010579.1,YDR293C,XP_505385.1,YALI0_F13717g,NP_010579.1,XP_505385.1,mRNA-binding translational repressor SSD1,YALI0F13717p,1.0384
855,NP_010580.1,YDR294C,XP_504497.1,YALI0_E28237g,NP_010580.1,XP_504497.1,sphinganine-1-phosphate aldolase DPL1,YALI0E28237p,0.7572156196943973
856,NP_010581.3,YDR295C,XP_504495.1,YALI0_E28204g,NP_010581.3,XP_504495.1,Hda2p,YALI0E28204p,0.3086053412462908
857,NP_010582.3,YDR296W,XP_504060.1,YALI0_E17369g,NP_010582.3,XP_504060.1,Mhr1p,YALI0E17369p,0.7566371681415929
858,NP_010583.1,YDR297W,XP_504059.1,YALI0_E17347g,NP_010583.1,XP_504059.1,sphingosine hydroxylase,YALI0E17347p,0.8968481375358166
859,NP_010584.1,YDR298C,XP_502751.2,YALI0_D12584g,NP_010584.1,XP_502751.2,F1F0 ATP synthase subunit 5,YALI0D12584p,0.9433962264150944
860,NP_010585.3,YDR299W,XP_502700.1,YALI0_D11462g,NP_010585.3,XP_502700.1,rRNA-processing protein BFR2,YALI0D11462p,0.7471910112359551
861,NP_010586.3,YDR300C,XP_500235.2,YALI0_A19206g,NP_010586.3,XP_500235.2,glutamate 5-kinase,YALI0A19206p,0.985981308411215
862,NP_010587.1,YDR301W,XP_503522.1,YALI0_E03982g,NP_010587.1,XP_503522.1,cleavage/polyadenylation factor CFT1,YALI0E03982p,1.036845983787767
863,NP_010588.1,YDR302W,XP_503521.1,YALI0_E03960g,NP_010588.1,XP_503521.1,mannose-ethanolamine phosphotransferase GPI11,YALI0E03960p,0.821917808219178
864,NP_010590.3,YDR304C,XP_501673.1,YALI0_C10230g,NP_010590.3,XP_501673.1,peptidylprolyl isomerase family protein CPR5,YALI0C10230p,0.7333333333333333
865,NP_010591.1,YDR305C,XP_002143095.1,YALI0_E32736g,NP_010591.1,XP_002143095.1,bis(5\\'-adenosyl)-triphosphatase,YALI0E32736p,0.5576036866359447
866,NP_010592.1,YDR306C,XP_503967.1,YALI0_E15103g,NP_010592.1,XP_503967.1,Pfu1p,YALI0E15103p,0.4916317991631799
867,NP_010593.3,YDR307W,XP_502660.1,YALI0_D10549g,NP_010593.3,XP_502660.1,putative dolichyl-phosphate-mannose--protein mannosyltransferase,YALI0D10549p,0.4410876132930513
868,NP_010594.3,YDR308C,XP_503964.1,YALI0_E15037g,NP_010594.3,XP_503964.1,Srb7p,YALI0E15037p,0.9
869,NP_010597.3,YDR311W,XP_500801.1,YALI0_B12452g,NP_010597.3,XP_500801.1,TFIIH/NER complex subunit TFB1,YALI0B12452p,0.9937694704049844
870,NP_010598.3,YDR312W,XP_500005.1,YALI0_A12155g,NP_010598.3,XP_500005.1,rRNA-binding ribosome biosynthesis protein,YALI0A12155p,0.955849889624724
871,NP_010599.1,YDR313C,XP_502864.1,YALI0_D15510g,NP_010599.1,XP_502864.1,phosphatidylinositol-3-phosphate-binding ubiquitin-protein ligase,YALI0D15510p,0.9475524475524476
872,NP_010600.1,YDR314C,XP_502588.1,YALI0_D08756g,NP_010600.1,XP_502588.1,Rad34p,YALI0D08756p,0.9523121387283237
873,NP_010601.3,YDR315C,XP_503655.1,YALI0_E07161g,NP_010601.3,XP_503655.1,inositol pentakisphosphate 2-kinase,YALI0E07161p,0.8327402135231317
874,NP_010602.3,YDR316W,XP_502447.1,YALI0_D05533g,NP_010602.3,XP_502447.1,putative RNA methyltransferase,YALI0D05533p,0.4777070063694267
875,NP_010604.4,YDR318W,XP_502211.1,YALI0_C24123g,NP_010604.4,XP_502211.1,Mcm21p,YALI0C24123p,0.4972826086956521
876,NP_010605.1,YDR319C,XP_502212.1,YALI0_C24145g,NP_010605.1,XP_502212.1,Yft2p,YALI0C24145p,0.5072992700729927
877,NP_010606.1,YDR320C,XP_500799.1,YALI0_B12408g,NP_010606.1,XP_500799.1,Swa2p,YALI0B12408p,0.4715568862275449
878,NP_010608.1,YDR322W,XP_504672.1,YALI0_E32153g,NP_010608.1,XP_504672.1,mitochondrial 54S ribosomal protein YmL35,YALI0E32153p,0.9482288828337876
879,NP_010609.1,YDR322C-A,XP_002143092.1,YALI0_E32164g,NP_010609.1,XP_002143092.1,F1F0 ATP synthase subunit e,YALI0E32164p,0.59375
880,NP_010610.3,YDR323C,XP_504244.1,YALI0_E21824g,NP_010610.3,XP_504244.1,Pep7p,YALI0E21824p,1.0019417475728156
881,NP_010611.3,YDR324C,XP_505171.1,YALI0_F08657g,NP_010611.3,XP_505171.1,Utp4p,YALI0F08657p,0.9768041237113402
882,NP_010612.2,YDR325W,XP_505172.1,YALI0_F08679g,NP_010612.2,XP_505172.1,condensin subunit YCG1,YALI0F08679p,0.3178743961352657
883,NP_010613.1,YDR326C,XP_500125.1,YALI0_A16291g,NP_010613.1,XP_500125.1,Ysp2p,YALI0A16291p,0.2538247566063977
884,NP_010615.3,YDR328C,XP_499961.1,YALI0_A10879g,NP_010615.3,XP_499961.1,SCF ubiquitin ligase subunit SKP1,YALI0A10879p,1.0051546391752575
885,NP_010616.3,YDR329C,XP_505754.1,YALI0_F22539g,NP_010616.3,XP_505754.1,Pex3p,YALI0F22539p,1.0068027210884354
886,NP_010617.1,YDR330W,XP_505137.1,YALI0_F07843g,NP_010617.1,XP_505137.1,Ubx5p,YALI0F07843p,1.078
887,NP_010618.1,YDR331W,XP_505132.1,YALI0_F07733g,NP_010618.1,XP_505132.1,GPI-anchor transamidase,YALI0F07733p,0.6763990267639902
888,NP_010619.3,YDR332W,XP_505084.1,YALI0_F06534g,NP_010619.3,XP_505084.1,double-stranded DNA-dependent ATPase,YALI0F06534p,0.5660377358490566
889,NP_010620.3,YDR333C,XP_501446.1,YALI0_C04543g,NP_010620.3,XP_501446.1,Rqc1p,YALI0C04543p,0.7385892116182573
890,NP_010621.1,YDR334W,XP_503455.1,YALI0_E02332g,NP_010621.1,XP_503455.1,chromatin-remodeling protein SWR1,YALI0E02332p,0.2840158520475561
891,NP_010622.1,YDR335W,XP_502405.2,YALI0_D04444g,NP_010622.1,XP_502405.2,karyopherin MSN5,YALI0D04444p,1.062091503267974
892,NP_010623.3,YDR336W,XP_505719.1,YALI0_F21725g,NP_010623.3,XP_505719.1,Mrx8p,YALI0F21725p,0.3853503184713376
893,NP_010624.3,YDR337W,XP_502218.1,YALI0_C24277g,NP_010624.3,XP_502218.1,mitochondrial 37S ribosomal protein MRPS28,YALI0C24277p,0.7727272727272727
894,NP_010625.1,YDR338C,XP_504421.1,YALI0_E26345g,NP_010625.1,XP_504421.1,uncharacterized protein YDR338C,YALI0E26345p,0.6359712230215827
895,NP_010626.1,YDR339C,XP_504307.1,YALI0_E23386g,NP_010626.1,XP_504307.1,rRNA-processing protein FCF1,YALI0E23386p,1.0264550264550265
896,NP_010628.3,YDR341C,XP_504086.1,YALI0_E17985g,NP_010628.3,XP_504086.1,arginine--tRNA ligase,YALI0E17985p,1.00164744645799
897,NP_010629.3,YDR342C,XP_505610.1,YALI0_F19184g,NP_010629.3,XP_505610.1,hexose transporter HXT7,YALI0F19184p,0.868421052631579
898,NP_010630.1,YDR343C,XP_505610.1,YALI0_F19184g,NP_010630.1,XP_505610.1,hexose transporter HXT6,YALI0F19184p,0.868421052631579
899,NP_010632.1,YDR345C,XP_505610.1,YALI0_F19184g,NP_010632.1,XP_505610.1,hexose transporter HXT3,YALI0F19184p,0.890652557319224
900,NP_010633.3,YDR346C,XP_501927.1,YALI0_C16973g,NP_010633.3,XP_501927.1,Svf1p,YALI0C16973p,1.002079002079002
901,NP_010634.3,YDR347W,XP_500987.1,YALI0_B16742g,NP_010634.3,XP_500987.1,mitochondrial 37S ribosomal protein MRP1,YALI0B16742p,0.8847352024922118
902,NP_010635.1,YDR348C,XP_501123.1,YALI0_B20108g,NP_010635.1,XP_501123.1,Pal1p,YALI0B20108p,0.5811623246492986
903,NP_010636.1,YDR349C,XP_505251.1,YALI0_F10549g,NP_010636.1,XP_505251.1,putative aspartic endopeptidase,YALI0F10549p,0.3691275167785235
904,NP_010639.1,YDR352W,XP_505436.1,YALI0_F14949g,NP_010639.1,XP_505436.1,Ypq2p,YALI0F14949p,0.8391167192429022
905,NP_010640.1,YDR353W,XP_503348.1,YALI0_D27126g,NP_010640.1,XP_503348.1,thioredoxin-disulfide reductase TRR1,YALI0D27126p,1.0
906,NP_010641.3,YDR354W,XP_503350.1,YALI0_D27170g,NP_010641.3,XP_503350.1,anthranilate phosphoribosyltransferase,YALI0D27170p,0.8710526315789474
907,NP_010643.3,YDR356W,XP_504903.1,YALI0_F02387g,NP_010643.3,XP_504903.1,Spc110p,YALI0F02387p,0.4533898305084746
908,NP_010644.1,YDR357C,XP_503339.2,YALI0_D26928g,NP_010644.1,XP_503339.2,Cnl1p,YALI0D26928p,0.8442622950819673
909,NP_010645.1,YDR358W,XP_503351.1,YALI0_D27192g,NP_010645.1,XP_503351.1,ubiquitin-binding protein,YALI0D27192p,1.0879712746858168
910,NP_010646.4,YDR359C,XP_503354.1,YALI0_D27258g,NP_010646.4,XP_503354.1,Eaf1p,YALI0D27258p,0.5977596741344195
911,NP_010648.3,YDR361C,XP_503357.1,YALI0_D27324g,NP_010648.3,XP_503357.1,protein-transporting protein BCP1,YALI0D27324p,0.8939929328621908
912,NP_010649.1,YDR362C,XP_501962.1,YALI0_C18117g,NP_010649.1,XP_501962.1,transcription factor TFIIIC subunit TFC6,YALI0C18117p,0.6056547619047619
913,NP_010651.3,YDR363W-A,XP_502141.2,YALI0_C22528g,NP_010651.3,XP_502141.2,proteasome regulatory particle lid subunit SEM1,YALI0C22528p,0.8426966292134831
914,NP_010652.3,YDR364C,XP_503358.1,YALI0_D27346g,NP_010652.3,XP_503358.1,Cdc40p,YALI0D27346p,0.8967032967032967
915,NP_010653.1,YDR365C,XP_501932.1,YALI0_C17083g,NP_010653.1,XP_501932.1,pre-rRNA-processing protein ESF1,YALI0C17083p,0.9347133757961784
916,NP_010655.1,YDR367W,XP_504155.1,YALI0_E19635g,NP_010655.1,XP_504155.1,Kei1p,YALI0E19635p,0.583710407239819
917,NP_010656.1,YDR368W,XP_500595.1,YALI0_B07117g,NP_010656.1,XP_500595.1,trifunctional aldehyde reductase/carbonyl reductase (NADPH)/glucose 1-dehydrogenase (NADP(+)) YPR1,YALI0B07117p,1.0
918,NP_010658.3,YDR370C,XP_504509.1,YALI0_E28490g,NP_010658.3,XP_504509.1,Dxo1p,YALI0E28490p,0.4004524886877828
919,NP_010659.1,YDR371W,XP_504995.1,YALI0_F04532g,NP_010659.1,XP_504995.1,putative chitinase,YALI0F04532p,0.7749510763209393
920,NP_010660.1,YDR372C,XP_502369.1,YALI0_D03575g,NP_010660.1,XP_502369.1,Vps74p,YALI0D03575p,1.0028985507246375
921,NP_010661.3,YDR373W,XP_503971.1,YALI0_E15180g,NP_010661.3,XP_503971.1,frequenin,YALI0E15180p,1.0
922,NP_010663.1,YDR375C,XP_502366.1,YALI0_D03509g,NP_010663.1,XP_502366.1,bifunctional AAA family ATPase chaperone/translocase BCS1,YALI0D03509p,0.9078947368421052
923,NP_010664.3,YDR376W,XP_500902.1,YALI0_B14839g,NP_010664.3,XP_500902.1,NADPH-adrenodoxin reductase,YALI0B14839p,0.9797160243407708
924,NP_010665.3,YDR377W,XP_502716.1,YALI0_D11814g,NP_010665.3,XP_502716.1,F1F0 ATP synthase subunit f,YALI0D11814p,0.9801980198019802
925,NP_010666.2,YDR378C,XP_500899.2,YALI0_B14773g,NP_010666.2,XP_500899.2,U4/U6-U5 snRNP complex subunit LSM6,YALI0B14773p,0.7325581395348837
926,NP_010667.1,YDR379W,XP_499681.1,YALI0_A02222g,NP_010667.1,XP_499681.1,GTPase-activating protein RGA2,YALI0A02222p,0.2814667988107037
927,NP_010668.3,YDR380W,XP_502508.1,YALI0_D06930g,NP_010668.3,XP_502508.1,phenylpyruvate decarboxylase ARO10,YALI0D06930p,0.9669291338582676
928,NP_010669.1,YDR381W,XP_002142994.1,YALI0_A20867g,NP_010669.1,XP_002142994.1,RNA-binding protein YRA1,YALI0A20867p,1.0486725663716814
929,NP_010670.3,YDR382W,XP_505050.1,YALI0_F05808g,NP_010670.3,XP_505050.1,ribosomal protein P2B,60S acidic ribosomal protein P2,1.0
930,NP_010672.1,YDR384C,XP_505359.1,YALI0_F13145g,NP_010672.1,XP_505359.1,putative ammonium permease ATO3,YALI0F13145p,0.9709090909090908
931,NP_010673.1,YDR385W,XP_499612.1,YALI0_A00352g,NP_010673.1,XP_499612.1,elongation factor 2,YALI0A00352p,1.0
932,NP_010674.3,YDR386W,XP_501848.1,YALI0_C14960g,NP_010674.3,XP_501848.1,Mus81p,YALI0C14960p,0.8085443037974683
933,NP_010675.3,YDR387C,XP_501621.1,YALI0_C08943g,NP_010675.3,XP_501621.1,Cin10p,YALI0C08943p,0.4054054054054054
934,NP_010676.1,YDR388W,XP_502799.1,YALI0_D13706g,NP_010676.1,XP_502799.1,amphiphysin,YALI0D13706p,0.6058091286307054
935,NP_010677.1,YDR389W,XP_502798.1,YALI0_D13684g,NP_010677.1,XP_502798.1,GTPase-activating protein SAC7,YALI0D13684p,0.4617737003058104
936,NP_010678.3,YDR390C,XP_503611.1,YALI0_E06017g,NP_010678.3,XP_503611.1,E1 ubiquitin-activating protein UBA2,YALI0E06017p,0.3270440251572327
937,NP_010680.1,YDR392W,XP_504229.1,YALI0_E21417g,NP_010680.1,XP_504229.1,transcriptional regulator SPT3,YALI0E21417p,1.0178041543026706
938,NP_010681.1,YDR393W,XP_503405.1,YALI0_E01188g,NP_010681.1,XP_503405.1,She9p,YALI0E01188p,0.4078947368421052
939,NP_010682.3,YDR394W,XP_502714.1,YALI0_D11770g,NP_010682.3,XP_502714.1,proteasome regulatory particle base subunit RPT3,YALI0D11770p,0.9065420560747663
940,NP_010683.3,YDR395W,XP_504016.1,YALI0_E16324g,NP_010683.3,XP_504016.1,Sxm1p,YALI0E16324p,1.0021186440677967
941,NP_010685.1,YDR397C,XP_504015.2,YALI0_E16294g,NP_010685.1,XP_504015.2,negative cofactor 2 transcription regulator complex subunit NCB2,YALI0E16294p,0.8972602739726028
